,symbol,Sector
3173,GEN,Utilities
3174,RVP,Healthcare
3175,EF,Finance
3176,STRD,Industrials
3177,SWRG,Consumer Services
3178,ZONS,Consumer Cyclicals
3179,ADS,Business Services
3180,FRSH,
3181,FTI,Energy
3182,GEPT,Technology
3183,GMR,Energy
3184,IDC,Technology
3185,MDLZ,Consumer Non-Cyclicals
3186,LQI,Consumer Services
3187,MOSY,Technology
3188,PTSX,
3189,AAXN,Industrials
3190,TRDO,Telecommunications
3191,USPI,Healthcare
3192,AIQ,Healthcare
3193,NTUS,
3194,FIS,Finance
3195,COL,Technology
3196,DWCH,Technology
3197,EGHT,Technology
3198,KAI,Industrials
3199,MDTH,Healthcare
3200,CEQP,Energy
3201,PDFS,Technology
3202,AIKI,Business Services
3203,ONH,Healthcare
3204,FRM,Energy
3205,ABC,Healthcare
3206,ALVR,Technology
3207,BG,Consumer Non-Cyclicals
3208,ETS,Technology
3209,EMVL,Telecommunications
3210,FALC,Technology
3211,FRO,Energy
3212,GCFB,Consumer Services
3213,WWWW,Technology
3214,JOY,Industrials
3215,L,Telecommunications
3216,NEOF,Healthcare
3217,OMCL,Healthcare
3218,GFSI,Finance
3219,PILL,Healthcare
3220,RNHDA,Industrials
3221,SSY,Healthcare
3222,STEL,Technology
3223,IVOW,Healthcare
3224,ZBH,Healthcare
3225,RPC,Healthcare
3226,ATA,Technology
3227,ECHO,Finance
3228,EEP,Energy
3229,IRSN,Industrials
3230,MCZ,Technology
3231,PLPC,Industrials
3232,SURW,Telecommunications
3233,UNTD,Telecommunications
3234,CVX,Energy
3235,OPK,Healthcare
3236,GIVN,Healthcare
3237,GXP,
3238,LGVN,Technology
3239,ODSY,Healthcare
3240,PVR,Energy
3241,QVDX,Technology
3242,UWN,Consumer Services
3243,AAP,Consumer Cyclicals
3244,ABCO,Healthcare
3245,AMN,Healthcare
3246,AGP,Healthcare
3247,DIGF,Technology
3248,DJO,Healthcare
3249,HBE,Technology
3250,GLGS,Healthcare
3251,GSF,Energy
3252,KND,Healthcare
3253,LAVA,Technology
3254,LIPD,Healthcare
3255,MCGC,Finance
3256,NCEM,Non-Energy Materials
3257,VAS,Healthcare
3258,WINA,Consumer Cyclicals
3259,WOOF,Healthcare
3260,WW,Consumer Non-Cyclicals
3261,APPX,Healthcare
3262,AYI,Industrials
3263,MATR,Technology
3264,PRZM,Finance
3265,LWSN,Technology
3266,NWBO,Healthcare
3267,RMK,
3268,TTES,Energy
3269,AWGI,Consumer Non-Cyclicals
3270,EASY,Technology
3271,FVE,Healthcare
3272,MWV,Non-Energy Materials
3273,RDI,Consumer Services
3274,SGHL,Healthcare
3275,STEN,Healthcare
3276,SSI,Consumer Non-Cyclicals
3277,SYNA,Technology
3278,NS,Energy
3279,WINS,Business Services
3280,CCOI,Telecommunications
3281,GME,Consumer Cyclicals
3282,DINE,Business Services
3283,MANT,Business Services
3284,PETC,Consumer Cyclicals
3285,SRCP,Technology
3286,SRLS,Healthcare
3287,ETP,Energy
3288,ZGEN,Healthcare
3289,ACL,Healthcare
3290,AHN,Healthcare
3291,ANT,Business Services
3292,DCZ,Consumer Cyclicals
3293,PERF,Consumer Non-Cyclicals
3294,EPAX,Consumer Services
3295,RKE,Utilities
3296,SUNN,Technology
3297,TNP,Energy
3298,WYE,Healthcare
3299,CRMT,Consumer Cyclicals
3300,DDE,Consumer Services
3301,DLPX,Technology
3302,DOVP,Healthcare
3303,HTG,Finance
3304,IDEV,Healthcare
3305,JBLU,Industrials
3306,LCI,Healthcare
3307,MRN,Healthcare
3308,VEXP,Industrials
3309,XJT,Industrials
3310,ATRS,Technology
3311,CCDC,Consumer Non-Cyclicals
3312,CPSI,Healthcare
3313,GSIC,Technology
3314,HNR,Energy
3315,KYPH,Healthcare
3316,LQMT_E,Non-Energy Materials
3317,MWE,Energy
3318,NFLX,Consumer Cyclicals
3319,NLS,Consumer Cyclicals
3320,OSTK,Consumer Non-Cyclicals
3321,PXG,Consumer Cyclicals
3322,RGC,Consumer Services
3323,SRX,Business Services
3324,SYNO,Healthcare
3325,SYNX,Technology
3326,TRZ,Finance
3327,LIN,Consumer Services
3328,VRNT,Technology
3329,ALDA,Consumer Cyclicals
3330,BGFV,Consumer Cyclicals
3331,CELL,Technology
3332,ELGX,Healthcare
3333,ENG,Energy
3334,GTCB,Healthcare
3335,HEW,
3336,HOFT,Consumer Cyclicals
3337,ISO,Technology
3338,JAH,Consumer Non-Cyclicals
3339,MTCT,Industrials
3340,MTXX,
3341,NPO,Industrials
3342,PACR,Industrials
3343,ECTE,Healthcare
3344,SWKS,Technology
3345,TOA,Finance
3346,LPA,Non-Energy Materials
3347,VPF,Technology
3348,EYE,Healthcare
3349,BDSI,Healthcare
3350,BVSN,Technology
3351,CRTQ,
3352,CVGW,Consumer Non-Cyclicals
3353,HETC,Healthcare
3354,ICAD,Healthcare
3355,KIRK,Consumer Cyclicals
3356,KZL,Consumer Services
3357,LF,Consumer Cyclicals
3358,MAXW,Business Services
3359,MSTR,Technology
3360,MTMD,Healthcare
3361,OCC,Technology
3362,OMNI,Energy
3363,ONVI,Technology
3364,PKDY,Non-Energy Materials
3365,QTWWQ,Consumer Cyclicals
3366,RRGB,Consumer Services
3367,RUSH_A,Consumer Cyclicals
3368,VCMP,Technology
3369,VERT,Technology
3370,DXLG,Consumer Cyclicals
3371,GTN,Consumer Services
3372,MGEE,Utilities
3373,OPSW,Technology
3374,PSYS,Healthcare
3375,WRS,Finance
3376,BCSI,
3377,CKCM,Technology
3378,COP,Energy
3379,GPRO,Healthcare
3380,BCOR,Technology
3381,NETM,Technology
3382,SOQ,Energy
3383,BE,Technology
3384,CNP,Utilities
3385,CYTO,Healthcare
3386,DKS,Consumer Cyclicals
3387,EEQ,Energy
3388,EZEM,Healthcare
3389,MGPI,Consumer Non-Cyclicals
3390,DS,Finance
3391,NGS,Energy
3392,NRP,Energy
3393,OFI,Consumer Non-Cyclicals
3394,PALM,Technology
3395,PXP,Energy
3396,SAIA,Industrials
3397,STLW,Technology
3398,TALK,Telecommunications
3399,WYNN,Consumer Services
3400,XEC,Energy
3401,AMOT,Industrials
3402,SOAP,Technology
3403,COSI,Consumer Services
3404,FSI,Non-Energy Materials
3405,ISTA,Healthcare
3406,LCAV,Healthcare
3407,MMLP,Energy
3408,OTIV,Technology
3409,CEVA,Technology
3410,SINT,Business Services
3411,SNTO,Technology
3412,ACTG,Healthcare
3413,MGCD,Healthcare
3414,CBMX,Healthcare
3415,CLCT,Consumer Cyclicals
3416,CMPX,Healthcare
3417,EQIX,Technology
3418,GLNG,Energy
3419,IKNX,Non-Energy Materials
3420,ILE,Healthcare
3421,MACE,Consumer Cyclicals
3422,MTSI,Healthcare
3423,SMIT,Industrials
3424,SPPI,Healthcare
3425,STX,Technology
3426,AOBC,Industrials
3427,VSTA,Healthcare
3428,ENLK,Energy
3429,MDII,Technology
3430,ADG,Industrials
3431,APRO,
3432,BSML,Healthcare
3433,CNLG,Industrials
3434,DMX,Healthcare
3435,IAO,Business Services
3436,MSGI,Technology
3437,MMUS,Technology
3438,NAVI,Technology
3439,NKTR,Healthcare
3440,NTLI,
3441,OMTL,Technology
3442,PACT,Technology
3443,ACTI,Technology
3444,AMEN,Finance
3445,AMIC,Finance
3446,VIAP,Healthcare
3447,DADE,Healthcare
3448,DMLP,Energy
3449,ENY,Energy
3450,KOMG,Technology
3451,TIGO,Telecommunications
3452,ABIO,Healthcare
3453,SYBR,Consumer Non-Cyclicals
3454,WRC,Consumer Cyclicals
3455,AQNT,Business Services
3456,IAX,Consumer Cyclicals
3457,LPTH,Technology
3458,MPAC,Non-Energy Materials
3459,MM,Business Services
3460,NLX,Industrials
3461,WNG,Industrials
3462,ARD,Energy
3463,CCL,Consumer Services
3464,BXMT,Finance
3465,GILT,Technology
3466,HSON,Business Services
3467,IPSU,Consumer Non-Cyclicals
3468,RCRC,Consumer Cyclicals
3469,RNAI,Healthcare
3470,BBI,Consumer Cyclicals
3471,A,Healthcare
3472,CNX,Energy
3473,AMT,Telecommunications
3474,ABG,Consumer Cyclicals
3475,AHR,
3476,CAO,Consumer Cyclicals
3477,LII,Industrials
3478,SALM,Consumer Services
3479,TUES,Consumer Cyclicals
3480,PER,Technology
3481,GLDN,Telecommunications
3482,MXO,Technology
3483,AMRI,Healthcare
3484,SRE,Utilities
3485,CRGN,Healthcare
3486,AEE,Utilities
3487,CALP,Healthcare
3488,SAH,Consumer Cyclicals
3489,GPI,Consumer Cyclicals
3490,PLCE,Consumer Cyclicals
3491,SYNT,Technology
3492,OUTR,Technology
3493,FIX,Industrials
3494,MMS,Business Services
3495,RADS,Technology
3496,MTN,Consumer Services
3497,SRI,Consumer Cyclicals
3498,RTEC,Technology
3499,ARI,Finance
3500,CXR,Consumer Services
3501,NOV,Energy
3502,GES,Consumer Cyclicals
3503,MUSE,Technology
3504,DF,Consumer Non-Cyclicals
3505,AH,Industrials
3506,EBAY,
3507,RSTO,
3508,SAM,Consumer Non-Cyclicals
3509,LSI,Finance
3510,LECO,Industrials
3511,MHX,Finance
3512,RCII,Consumer Cyclicals
3513,APOL,Consumer Non-Cyclicals
3514,ESI,Consumer Non-Cyclicals
3515,RL,Consumer Cyclicals
3516,FLR,Industrials
3517,PRDO,Consumer Non-Cyclicals
3518,AVL,Industrials
3519,CNT,Finance
3520,ATI,
3521,DNA,Healthcare
3522,RYI,Non-Energy Materials
3523,EE,Utilities
3524,FCEL,Industrials
3525,AIT,Industrials
3526,VTS,Energy
3527,STAR,Finance
3528,APT,Consumer Cyclicals
3529,CHH,Consumer Services
3530,WEDC,Technology
3531,STZ,
3532,ATAR,Technology
3533,BCO,
3534,BOSC,
3535,BXXX,Finance
3536,CBB,Telecommunications
3537,CCRN,Healthcare
3538,ENCY,Healthcare
3539,FTGX,Telecommunications
3540,IPMT,Finance
3541,NYNY,Consumer Services
3542,SABA,Technology
3543,SCOX,Technology
3544,TEC,Energy
3545,YAKC,Telecommunications
3546,PSA,Finance
3547,CRN,Business Services
3548,CARN,Healthcare
3549,HON,Industrials
3550,CETC,
3551,TNH,Non-Energy Materials
3552,ARB,Business Services
3553,ARRS,Technology
3554,CEN,
3555,IFOX,Technology
3556,PLUS,Technology
3557,GLOV,Healthcare
3558,AFR,Finance
3559,ATC,
3560,AMPX,Technology
3561,CDWC,
3562,CLK,Business Services
3563,DRYR,Consumer Non-Cyclicals
3564,FADV,Business Services
3565,FORM,Technology
3566,HSOA,Business Services
3567,JJZ,Consumer Non-Cyclicals
3568,MSPD,Technology
3569,MPG,Finance
3570,PRZ,Healthcare
3571,QMM,Telecommunications
3572,RIGL,Healthcare
3573,SPNS,Finance
3574,SVNT,Healthcare
3575,ONSM,Technology
3576,APL,Energy
3577,AVA,Utilities
3578,AIH,Business Services
3579,ABI,
3580,CVNS,Technology
3581,SMD,Technology
3582,BRKR,Healthcare
3583,CVCO,Finance
3584,DELL,Technology
3585,DTSI,Technology
3586,IASG,Business Services
3587,IPAS,Telecommunications
3588,ISRG,Healthcare
3589,IVII,Technology
3590,MAM,Utilities
3591,NGA,Non-Energy Materials
3592,NTGR,Technology
3593,ONXS,Technology
3594,PNO,Technology
3595,MKTY,Technology
3596,MTIX,Healthcare
3597,AMED,Healthcare
3598,CVD,Healthcare
3599,AHT,Finance
3600,MDSY,Technology
3601,CURE,Healthcare
3602,GPK,Non-Energy Materials
3603,MAIR,Industrials
3604,MHS,Healthcare
3605,PRSC,Healthcare
3606,RAE,Industrials
3607,TSA,
3608,AGCCQ,Non-Energy Materials
3609,AGYS,Technology
3610,AMIS,Technology
3611,BIVN,Healthcare
3612,BRLC,Technology
3613,OBLG,Telecommunications
3614,AUQ,Non-Energy Materials
3615,PME,Healthcare
3616,JRN,Consumer Services
3617,MXC,Energy
3618,GALT,Healthcare
3619,REDE,Consumer Cyclicals
3620,SGTL,Technology
3621,SIMC,Technology
3622,ACN,Technology
3623,ACUS,Healthcare
3624,MBRK,Healthcare
3625,CRI,Consumer Cyclicals
3626,FMD,
3627,FPO,Finance
3628,GTOP,Healthcare
3629,LKQ,Consumer Cyclicals
3630,LPHI,Finance
3631,MYOG,Healthcare
3632,TIV,Energy
3633,ESMK,
3634,CIDM,Technology
3635,APYX,Healthcare
3636,BWLD,Consumer Services
3637,CALD,Technology
3638,CONN,Consumer Cyclicals
3639,FCPO,Consumer Cyclicals
3640,GHCI,Healthcare
3641,JAS,Consumer Cyclicals
3642,MRLN,Finance
3643,NTMD,Healthcare
3644,NXST,Consumer Services
3645,OMEX,Industrials
3646,OPEN,Finance
3647,PHRM,Healthcare
3648,PNCL,Industrials
3649,QLTY,Industrials
3650,SIR,Industrials
3651,SNX,Technology
3652,XPER,Technology
3653,WLL,Energy
3654,XPRT,Consumer Non-Cyclicals
3655,DZSI,Technology
3656,CENF,Industrials
3657,CKX,Finance
3658,CMP,Non-Energy Materials
3659,HAYZ,Consumer Cyclicals
3660,HIH,Finance
3661,CATS,Healthcare
3662,SWIM,
3663,KNOL,Telecommunications
3664,KNTA,Business Services
3665,KRO,Non-Energy Materials
3666,MEIP,Healthcare
3667,NNI,Finance
3668,CPSL,
3669,PAM,
3670,PRVD,Consumer Cyclicals
3671,TPX,Consumer Non-Cyclicals
3672,TZOO,Consumer Services
3673,UTI,Consumer Non-Cyclicals
3674,WDG,Finance
3675,SNRR,Consumer Services
3676,CKNN,Consumer Services
3677,MGLN,Healthcare
3678,KSP,Energy
3679,ENLC,Energy
3680,PRPX,
3681,CSN,
3682,ECI,Healthcare
3683,GLBC,Telecommunications
3684,PETS,Consumer Non-Cyclicals
3685,GPT,Finance
3686,FLT,Industrials
3687,MAR,Consumer Services
3688,ONCT,Healthcare
3689,TRW,Industrials
3690,BKRS,Consumer Cyclicals
3691,TKO,Technology
3692,THE,Energy
3693,DDD,Healthcare
3694,SMBI,Healthcare
3695,ENTN,Technology
3696,ATHR,Technology
3697,LI,Industrials
3698,TIK,Industrials
3699,DVAX,Healthcare
3700,BIOV,Healthcare
3701,DIET,Technology
3702,CHRK,Technology
3703,AQQ,Finance
3704,AXJ,Healthcare
3705,DDIC,Technology
3706,ZILG,Technology
3707,TNS,Finance
3708,DTV,Telecommunications
3709,COHN,
3710,TRCA,Healthcare
3711,WHRT,Healthcare
3712,SUMT,Technology
3713,DSTI,Industrials
3714,IPIX,Technology
3715,MEMY,Healthcare
3716,MGN,Non-Energy Materials
3717,NRG,
3718,UCTT,Technology
3719,HOS,Energy
3720,INTZ,Technology
3721,CUTR,Healthcare
3722,MCHX,Technology
3723,ORCH,Healthcare
3724,SNTS,Healthcare
3725,PAE,Consumer Services
3726,SHLD,Consumer Non-Cyclicals
3727,ELU,Technology
3728,DARA,Healthcare
3729,JDO,Energy
3730,CORT,Healthcare
3731,OSCI,Healthcare
3732,IMMC,Healthcare
3733,PCOP,Healthcare
3734,SIRF,Technology
3735,BTRX,Healthcare
3736,CYTK,Healthcare
3737,INTX,Business Services
3738,HSP,Healthcare
3739,LGN,
3740,AFT,Technology
3741,EGT,Consumer Services
3742,HNI,Consumer Non-Cyclicals
3743,TPPH,Healthcare
3744,GGR,Energy
3745,XIDE,Industrials
3746,IFS,Industrials
3747,ACTA,Finance
3748,ATLS,Energy
3749,NVD,
3750,STMP,Consumer Cyclicals
3751,XPO,Industrials
3752,NUVA,Healthcare
3753,ACCL,Healthcare
3754,CVO,Business Services
3755,DIT,Consumer Non-Cyclicals
3756,PRPL,Telecommunications
3757,CHE,Business Services
3758,LAUR,Consumer Non-Cyclicals
3759,ASB,Technology
3760,MPE,Telecommunications
3761,NILE,Consumer Cyclicals
3762,OGEN,Healthcare
3763,PUMP,Healthcare
3764,GRIC,Telecommunications
3765,ANGO,Healthcare
3766,CRTX,Healthcare
3767,RJET,Industrials
3768,SP,Finance
3769,INHX,Healthcare
3770,MTMC,Technology
3771,MII,Healthcare
3772,PRX,Healthcare
3773,TLGB,Telecommunications
3774,MBRX,Healthcare
3775,GSL,Telecommunications
3776,STGN,Healthcare
3777,RYAN,Consumer Services
3778,CBRE,Finance
3779,DRAD,Healthcare
3780,PDSN,Technology
3781,SNMX,Non-Energy Materials
3782,END,Energy
3783,VCGH,Consumer Services
3784,VRA,Healthcare
3785,CTRX,Healthcare
3786,KAR,Consumer Cyclicals
3787,LDIS,
3788,MNTA,Healthcare
3789,DIO,Healthcare
3790,GORX,Healthcare
3791,AWSM,Technology
3792,SFL,Energy
3793,BBBB,Business Services
3794,RTSX,Healthcare
3795,NEU,Non-Energy Materials
3796,CLRK,Industrials
3797,JTX,Business Services
3798,CRM,Technology
3799,PCYO,Utilities
3800,WCAA,Business Services
3801,BEE,Finance
3802,XRTX,Technology
3803,CAB,Consumer Cyclicals
3804,MFLX,Technology
3805,MOTVE,Technology
3806,NGAS,Energy
3807,DWRI,
3808,LTM,Consumer Services
3809,ADBL,Technology
3810,MFE,Technology
3811,MGI,Finance
3812,OTD,Non-Energy Materials
3813,PDCO,Healthcare
3814,VVI,Business Services
3815,PRXM,Technology
3816,HEP,Energy
3817,NETL,Technology
3818,EGR,Utilities
3819,DPZ,Consumer Services
3820,IAC,Consumer Services
3821,MCIP,Telecommunications
3822,PFWD,Healthcare
3823,XGEN,Healthcare
3824,BDC,Technology
3825,SRVY,Business Services
3826,HK,Energy
3827,MBND,Technology
3828,VMED,Telecommunications
3829,GIG,Non-Energy Materials
3830,MSSR,Consumer Services
3831,BLKB,Business Services
3832,EGY,Energy
3833,KBAY,Finance
3834,AUXL,Healthcare
3835,DEX,Consumer Services
3836,IDIX,Healthcare
3837,NURO,Healthcare
3838,BUCY,Industrials
3839,TOPS,Energy
3840,VLTR,Technology
3841,ENS,Industrials
3842,MHL,Finance
3843,NRPH,Healthcare
3844,CVGI,Consumer Cyclicals
3845,ELOS,Healthcare
3846,RNOW,Technology
3847,STXS,Healthcare
3848,BMR,
3849,NVT,
3850,ACC,Finance
3851,EOX,Consumer Services
3852,KRG,Finance
3853,WLK,Non-Energy Materials
3854,AX,
3855,ECST,Consumer Non-Cyclicals
3856,GOOG_L,Technology
3857,VSCN,Business Services
3858,KHK,Industrials
3859,CAAS,Consumer Cyclicals
3860,TVIN,Industrials
3861,LIV,Healthcare
3862,NHRX,Healthcare
3863,IOC,Energy
3864,ALY,Energy
3865,STON,Consumer Non-Cyclicals
3866,BMN,Finance
3867,NEPH,Healthcare
3868,BECN,Consumer Cyclicals
3869,EEEE,Consumer Non-Cyclicals
3870,COGT,Technology
3871,GKIS,
3872,JMDT,Technology
3873,NSTC,Technology
3874,PSPT,Technology
3875,BTN,Technology
3876,CITP,Business Services
3877,EHP,Finance
3878,RVEP,Energy
3879,TPGI,Finance
3880,TXRH,Consumer Services
3881,ILSE,Healthcare
3882,RTW,Consumer Cyclicals
3883,KINS,Finance
3884,HURN,Business Services
3885,ANSW,Technology
3886,ADES,Business Services
3887,BDAY,Consumer Cyclicals
3888,LOCM,Technology
3889,VNUS,Healthcare
3890,SHO,Finance
3891,TLVT,Utilities
3892,CUBE,Finance
3893,NRF,Finance
3894,BBW,Consumer Cyclicals
3895,DWA,Consumer Services
3896,FOXH,Healthcare
3897,GCT,Finance
3898,DLR,Finance
3899,USS,Energy
3900,HALO,Healthcare
3901,NWE,Utilities
3902,ATB,Energy
3903,MPZ,Technology
3904,CPNO,Energy
3905,SPSX,Technology
3906,ZIPR,Finance
3907,NLC,Non-Energy Materials
3908,ORA,Utilities
3909,INPC,Telecommunications
3910,PLAY,Technology
3911,SPOK,Telecommunications
3912,IWA,Telecommunications
3913,PRAI,
3914,MPWR,Technology
3915,SPRO,Consumer Non-Cyclicals
3916,UAPH,Consumer Non-Cyclicals
3917,GETI,Industrials
3918,NP,Non-Energy Materials
3919,IRC,Finance
3920,GSX,Energy
3921,CABG,Healthcare
3922,TEAR,Healthcare
3923,SVA,Healthcare
3924,FCL,
3925,SMA,Healthcare
3926,ADZA,Healthcare
3927,HPR,Energy
3928,LEDR,Technology
3929,BXC,Consumer Cyclicals
3930,CHCI,Finance
3931,CONR,Healthcare
3932,CSCD,Technology
3933,ORNG,Consumer Cyclicals
3934,KNL,Consumer Non-Cyclicals
3935,LVS,Consumer Services
3936,WOLF,Consumer Services
3937,ARBX,Telecommunications
3938,HLF,Healthcare
3939,IBI,Industrials
3940,MIC,Industrials
3941,WRES,Energy
3942,EEEI,Industrials
3943,SYS,Industrials
3944,PHH,Finance
3945,CE,Non-Energy Materials
3946,VIAC,Healthcare
3947,EDR,Finance
3948,JRCC,Energy
3949,PTE,Technology
3950,WTI,Energy
3951,DRYS,Industrials
3952,ICGN,Healthcare
3953,ARC,Business Services
3954,FRP,Telecommunications
3955,EMAG,Healthcare
3956,FTD,Consumer Cyclicals
3957,ODMO,Consumer Cyclicals
3958,WIN,Telecommunications
3959,HLND,Energy
3960,PBH,Healthcare
3961,SVR,Telecommunications
3962,HUN,Non-Energy Materials
3963,ULH,Industrials
3964,TPO,Non-Energy Materials
3965,ANR,Energy
3966,FSNN,Telecommunications
3967,MNTX,Industrials
3968,WEX,Industrials
3969,DLB,Technology
3970,INUV,Business Services
3971,SLXA,Healthcare
3972,EPRS,Healthcare
3973,SHMR,Healthcare
3974,MEA,Non-Energy Materials
3975,PA,Telecommunications
3976,DSX,Industrials
3977,RCNI,Telecommunications
3978,TMY,Energy
3979,PEIX,Non-Energy Materials
3980,DCAR,Technology
3981,CKXE,
3982,XNN,Industrials
3983,RAIL,Industrials
3984,TRIS,Business Services
3985,PRB,Energy
3986,NGI,Technology
3987,DXCM,Healthcare
3988,PONR,Non-Energy Materials
3989,JOR,Non-Energy Materials
3990,AEN,Energy
3991,CESV,Industrials
3992,NCOC,Energy
3993,TBV,Healthcare
3994,PAY,Technology
3995,CHINA,Technology
3996,IPII,Consumer Cyclicals
3997,JVA,Consumer Non-Cyclicals
3998,MORN,Technology
3999,CFW,Energy
4000,HDY,Energy
4001,TGP,Energy
4002,BDE,Energy
4003,ZUMZ,Consumer Cyclicals
4004,ATSG,Industrials
4005,DNE,Energy
4006,NSE,
4007,PZZ,Healthcare
4008,WMG,Consumer Services
4009,XRM,Industrials
4010,AEZ,Energy
4011,TSTC,
4012,CTRN,Consumer Non-Cyclicals
4013,GTE,Telecommunications
4014,SGI,Technology
4015,RLO,Non-Energy Materials
4016,SSAG,Technology
4017,TLP,Energy
4018,DYAI,Healthcare
4019,DRH,Finance
4020,PEDH,Consumer Services
4021,FSP,Finance
4022,SGN,
4023,NTS,Telecommunications
4024,LHCG,Healthcare
4025,PORK,Consumer Non-Cyclicals
4026,HEM,Healthcare
4027,EVVV,Healthcare
4028,LBTY_A,Consumer Services
4029,MEND,Healthcare
4030,FTWR,Telecommunications
4031,KRU,Energy
4032,NRGP,Energy
4033,ALLI,Healthcare
4034,BLDR,Consumer Cyclicals
4035,TBSI,Industrials
4036,LINC,Consumer Non-Cyclicals
4037,KNXA,Technology
4038,PDRT,
4039,THS,Consumer Non-Cyclicals
4040,DBI,Consumer Cyclicals
4041,LEAP,Telecommunications
4042,NSR,
4043,VLCM,Consumer Cyclicals
4044,ABPI,Healthcare
4045,NEST,
4046,ICOP,Technology
4047,CRYO,Healthcare
4048,JRT,Finance
4049,AID,Industrials
4050,TIS,Consumer Non-Cyclicals
4051,FCMC,
4052,ARXT,Healthcare
4053,DMND,Consumer Non-Cyclicals
4054,CNSL,Telecommunications
4055,HITT,Technology
4056,MFB,Consumer Cyclicals
4057,ITC,
4058,FTK,
4059,PIKE,Industrials
4060,ADLS,Healthcare
4061,ALJ,Energy
4062,GGXY,Consumer Cyclicals
4063,SWSI,Energy
4064,CHAP,Non-Energy Materials
4065,OFLX,Non-Energy Materials
4066,KIDS,Consumer Cyclicals
4067,AATI,Technology
4068,ESCH,Telecommunications
4069,HOKU,Industrials
4070,SSKN,
4071,MWIV,Healthcare
4072,UEPS,Finance
4073,UNCA,Technology
4074,WRSP,Consumer Services
4075,ATRC,Healthcare
4076,DRC,Energy
4077,FRZ,Consumer Non-Cyclicals
4078,EXPE,Consumer Services
4079,KFI,Industrials
4080,RUTH,Consumer Services
4081,COLY,Healthcare
4082,ROLL,Non-Energy Materials
4083,CF,Non-Energy Materials
4084,HPY,Finance
4085,BRNC,
4086,IDMI,Healthcare
4087,KONA,Consumer Services
4088,ACCO,Consumer Cyclicals
4089,ROC,Non-Energy Materials
4090,TRLG,Consumer Cyclicals
4091,WPZ,
4092,EPE,Energy
4093,RMX,Non-Energy Materials
4094,BBC,Non-Energy Materials
4095,CSCX,Healthcare
4096,FPP,
4097,TRMP,Consumer Services
4098,WLSC,
4099,CVN,
4100,HNAB,Healthcare
4101,IKAN,Technology
4102,TRXI,Consumer Services
4103,EVRI,Consumer Services
4104,HRZ,Industrials
4105,LCC,Industrials
4106,AVRX,Healthcare
4107,ITRN,Telecommunications
4108,CBOU,Consumer Services
4109,GHDX,Healthcare
4110,GLP,Energy
4111,TLEO,Technology
4112,WBMD,Technology
4113,CMPR,Business Services
4114,AMP,Finance
4115,SCU,
4116,UPI,Healthcare
4117,GASS,Energy
4118,ACLI,Industrials
4119,SUF,
4120,PTEK,Consumer Services
4121,SLS,
4122,BOT,Finance
4123,SAJA,Technology
4124,TRMA,Energy
4125,NCIT,Business Services
4126,STRN,
4127,NXTM,Healthcare
4128,CSA,Finance
4129,HERO,Energy
4130,CBEY,Telecommunications
4131,NKT,Finance
4132,WEB,Technology
4133,NM,
4134,BUF,
4135,CCO,Business Services
4136,ROHI,
4137,BWP,Energy
4138,IRBT,Consumer Non-Cyclicals
4139,SEED,
4140,SFUN,Technology
4141,IHS,Technology
4142,BGI,Consumer Cyclicals
4143,ICE,Finance
4144,SPWR,Industrials
4145,DOVR,Consumer Cyclicals
4146,UAA,Consumer Cyclicals
4147,ICO,Energy
4148,BKD,Healthcare
4149,TRX,
4150,UDRL,Energy
4151,GAX,
4152,JSDA,Consumer Non-Cyclicals
4153,AVZA,Technology
4154,CORE,
4155,DCP,Energy
4156,VOCS,Technology
4157,LORL,Industrials
4158,BAS,Energy
4159,CYNO,Healthcare
4160,SCOP,Technology
4161,BPG,
4162,DLIA,
4163,TRAK,Consumer Cyclicals
4164,RPB,
4165,SOMX,Healthcare
4166,SPSN,
4167,DEIX,Technology
4168,PSTV,
4169,NCST,Healthcare
4170,LYV,Consumer Services
4171,REX,Healthcare
4172,WHIT,
4173,DSS,Business Services
4174,RZ,
4175,VLTS,Healthcare
4176,CYCC,Healthcare
4177,ZP,Industrials
4178,ADY,
4179,GCGC,
4180,DISC_A,
4181,RBAK,Technology
4182,ITCD,Telecommunications
4183,QGI,
4184,UBIXC,Technology
4185,SBN,
4186,TCMI,
4187,SMDK,Technology
4188,IMNP,Healthcare
4189,GST,
4190,AXR,Consumer Cyclicals
4191,MGT,Healthcare
4192,MIR,Utilities
4193,DEVC,Business Services
4194,SCU,Energy
4195,SUF,Energy
4196,SLS,Technology
4197,NM,Industrials
4198,CORE,Consumer Non-Cyclicals
4199,BPG,Energy
4200,SBN,Industrials
4201,WHIT,Energy
4202,GST,Energy
4203,LINE,Energy
4204,CXG,
4205,WNR,Energy
4206,ARII,Industrials
4207,CVN,Technology
4208,DLIA,Consumer Cyclicals
4209,TRFC,
4210,CLAR,Non-Energy Materials
4211,ALTU,Healthcare
4212,CLMT,Energy
4213,SSKN,Healthcare
4214,CMG,Consumer Services
4215,ISE,Finance
4216,NTFY,
4217,FNET,
4218,HEES,Industrials
4219,RGP,Energy
4220,SGXP,
4221,IOMI,
4222,FNET,Consumer Services
4223,ORCD,Consumer Services
4224,KOP,Non-Energy Materials
4225,TES,
4226,VLRX,
4227,SGXP,Healthcare
4228,IOMI,Healthcare
4229,DXTR,Healthcare
4230,SMOD,Technology
4231,UAL,Industrials
4232,VLRX,Healthcare
